full_name,entity_name,rustmath_location,implementation_type,reasoning
sage.modular.quatalg.brandt.BrandtModule,BrandtModule,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.BrandtModuleElement,BrandtModuleElement,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.BrandtModule_class,BrandtModule_class,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.BrandtSubmodule,BrandtSubmodule,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.basis_for_left_ideal,basis_for_left_ideal,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.benchmark_magma,benchmark_magma,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.benchmark_sage,benchmark_sage,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.class_number,class_number,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.maximal_order,maximal_order,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.quaternion_order_with_given_level,quaternion_order_with_given_level,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.quatalg.brandt.right_order,right_order,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.ssmod.ssmod,ssmod,rustmath-modular,FULL,Module structure in rustmath-modular
sage.modular.ssmod.ssmod.Phi2_quad,Phi2_quad,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.ssmod.ssmod.Phi_polys,Phi_polys,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.ssmod.ssmod.SupersingularModule,SupersingularModule,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.ssmod.ssmod.dimension_supersingular_module,dimension_supersingular_module,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.ssmod.ssmod.supersingular_D,supersingular_D,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modular.ssmod.ssmod.supersingular_j,supersingular_j,rustmath-modular,FULL,Implemented in rustmath-modular
sage.modules.complex_double_vector,complex_double_vector,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.diamond_cutting,diamond_cutting,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.diamond_cutting.calculate_voronoi_cell,calculate_voronoi_cell,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.diamond_cutting.diamond_cut,diamond_cut,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.diamond_cutting.jacobi,jacobi,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.diamond_cutting.plane_inequality,plane_inequality,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_element,fgp_element,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_element.FGP_Element,FGP_Element,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_module,fgp_module,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_module.FGP_Module,FGP_Module,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_module.FGP_Module_class,FGP_Module_class,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_module.is_FGP_Module,is_FGP_Module,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_module.random_fgp_module,random_fgp_module,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_module.random_fgp_morphism_0,random_fgp_morphism_0,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_morphism,fgp_morphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_morphism.FGP_Homset,FGP_Homset,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_morphism.FGP_Homset_class,FGP_Homset_class,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fg_pid.fgp_morphism.FGP_Morphism,FGP_Morphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.filtered_vector_space,filtered_vector_space,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.filtered_vector_space.FilteredVectorSpace,FilteredVectorSpace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.filtered_vector_space.FilteredVectorSpace_class,FilteredVectorSpace_class,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.filtered_vector_space.construct_from_dim_degree,construct_from_dim_degree,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.filtered_vector_space.construct_from_generators,construct_from_generators,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.filtered_vector_space.construct_from_generators_indices,construct_from_generators_indices,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.filtered_vector_space.is_FilteredVectorSpace,is_FilteredVectorSpace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.filtered_vector_space.normalize_degree,normalize_degree,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.finite_submodule_iter,finite_submodule_iter,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.finite_submodule_iter.FiniteFieldsubspace_iterator,FiniteFieldsubspace_iterator,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.finite_submodule_iter.FiniteFieldsubspace_projPoint_iterator,FiniteFieldsubspace_projPoint_iterator,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.finite_submodule_iter.FiniteZZsubmodule_iterator,FiniteZZsubmodule_iterator,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.element,element,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.element.FPElement,FPElement,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.free_element,free_element,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.free_element.FreeGradedModuleElement,FreeGradedModuleElement,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.free_homspace,free_homspace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.free_homspace.FreeGradedModuleHomspace,FreeGradedModuleHomspace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.free_module,free_module,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.free_module.FreeGradedModule,FreeGradedModule,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.free_morphism,free_morphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.free_morphism.FreeGradedModuleMorphism,FreeGradedModuleMorphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.homspace,homspace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.homspace.FPModuleHomspace,FPModuleHomspace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.module,module,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.module.FPModule,FPModule,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.morphism,morphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.morphism.FPModuleMorphism,FPModuleMorphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.steenrod.module,module,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.steenrod.module.SteenrodFPModule,SteenrodFPModule,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.steenrod.module.SteenrodFreeModule,SteenrodFreeModule,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.steenrod.module.SteenrodModuleMixin,SteenrodModuleMixin,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.steenrod.morphism,morphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.steenrod.morphism.SteenrodFPModuleMorphism,SteenrodFPModuleMorphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.fp_graded.steenrod.morphism.SteenrodFreeModuleMorphism,SteenrodFreeModuleMorphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module,free_module,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.ComplexDoubleVectorSpace_class,ComplexDoubleVectorSpace_class,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.EchelonMatrixKey,EchelonMatrixKey,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule,FreeModule,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModuleFactory,FreeModuleFactory,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_ambient,FreeModule_ambient,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_ambient_domain,FreeModule_ambient_domain,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_ambient_field,FreeModule_ambient_field,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_ambient_pid,FreeModule_ambient_pid,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_generic,FreeModule_generic,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_generic_domain,FreeModule_generic_domain,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_generic_field,FreeModule_generic_field,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_generic_pid,FreeModule_generic_pid,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_submodule_field,FreeModule_submodule_field,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_submodule_pid,FreeModule_submodule_pid,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_submodule_with_basis_field,FreeModule_submodule_with_basis_field,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.FreeModule_submodule_with_basis_pid,FreeModule_submodule_with_basis_pid,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.Module_free_ambient,Module_free_ambient,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.RealDoubleVectorSpace_class,RealDoubleVectorSpace_class,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.VectorSpace,VectorSpace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.basis_seq,basis_seq,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.element_class,element_class,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.is_FreeModule,is_FreeModule,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module.span,span,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element,free_module_element,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.FreeModuleElement,FreeModuleElement,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.FreeModuleElement_generic_dense,FreeModuleElement_generic_dense,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.FreeModuleElement_generic_sparse,FreeModuleElement_generic_sparse,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.free_module_element,free_module_element,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.is_FreeModuleElement,is_FreeModuleElement,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.make_FreeModuleElement_generic_dense,make_FreeModuleElement_generic_dense,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.make_FreeModuleElement_generic_dense_v1,make_FreeModuleElement_generic_dense_v1,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.make_FreeModuleElement_generic_sparse,make_FreeModuleElement_generic_sparse,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.make_FreeModuleElement_generic_sparse_v1,make_FreeModuleElement_generic_sparse_v1,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.prepare,prepare,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.random_vector,random_vector,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.vector,vector,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_element.zero_vector,zero_vector,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_homspace,free_module_homspace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_homspace.FreeModuleHomspace,FreeModuleHomspace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_homspace.is_FreeModuleHomspace,is_FreeModuleHomspace,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_integer,free_module_integer,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_integer.FreeModule_submodule_with_basis_integer,FreeModule_submodule_with_basis_integer,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_integer.IntegerLattice,IntegerLattice,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_integer.reduced_basis,reduced_basis,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_morphism,free_module_morphism,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_morphism.BaseIsomorphism1D,BaseIsomorphism1D,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_morphism.BaseIsomorphism1D_from_FM,BaseIsomorphism1D_from_FM,rustmath-modules,STUB,Minimal implementation in rustmath-modules
sage.modules.free_module_morphism.BaseIsomorphism1D_to_FM,BaseIsomorphism1D_to_FM,rustmath-modules,STUB,Minimal implementation in rustmath-modules
